,Environment Feature,,,,,,,,Vehicle Feature,,,,,,,,,,,,,,,,,,,
1440,18,92,32,82,58,26,53,32,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,0.006117758,0,26,4,I,"912,484,969,540
",28.62745098,83.56164384,0,vehicle.jeep.wrangler_rubicon,0,-179.9938965,0,34,34
1441,3,78,82,82,84,73,23,72,0,0,95.29411765,vehicle.nissan.micra,0,-179.9938965,0,22,4,I,"818,491,891,540
",95.29411765,0,0,vehicle.nissan.micra,0,0.006117758,0,38,38
1442,3,2,64,80,71,42,100,87,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,0.006117758,0,36,4,I,"930,503,967,540
",85.09803922,0,0,vehicle.volkswagen.t2,0,-179.9938965,0,15,15
1443,2,49,41,2,76,80,81,92,350.3571429,100,65.88235294,vehicle.audi.a2,0.064347208,0.006113264,0,25,4,I,"942,497,992,541
",65.88235294,100,350.3571429,vehicle.chevrolet.impala,0,-179.9938965,0,34,34
1444,8,13,42,68,75,42,58,84,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,-179.9938965,0,10,4,I,"584,410,848,543
",40.39215686,83.49514563,226.0465116,vehicle.chevrolet.impala,0,0.006117758,0,35,35
1445,2,72,35,29,46,73,95,63,0,0,85.09803922,vehicle.citroen.c3,0,-179.9938965,0,37,4,I,"883,509,922,540
",85.09803922,0,0,vehicle.jeep.wrangler_rubicon,0,-179.9938965,0,14,14
1446,2,86,23,23,38,13,66,64,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,-179.9938965,0,33,4,I,"892,508,942,540
",40.39215686,83.49514563,226.0465116,vehicle.seat.leon,0,-179.9938965,0,20,20
1447,16,46,44,41,20,96,24,1,350.3571429,100,65.88235294,vehicle.audi.a2,0.064572603,0.006115908,0,38,4,I,"933,512,965,540
",65.88235294,100,350.3571429,vehicle.nissan.patrol,0,0.006117758,0,10,10
1448,12,27,52,30,52,1,55,71,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,0.006117758,0,33,4,I,"916,497,960,540
",28.62745098,83.56164384,0,vehicle.nissan.patrol,0,0.006117758,0,25,25
1449,13,51,20,67,53,4,6,14,0,100,100,vehicle.toyota.prius,0.000102453,-179.9938965,0,19,4,I,"772,479,876,541
",100,100,0,vehicle.nissan.micra,0,-179.9692993,0,3,3
1450,12,30,13,89,87,90,62,79,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9938965,0,32,4,I,"841,499,894,540
",73.33333333,13.36898396,69.6,vehicle.jeep.wrangler_rubicon,0,-179.9938965,0,10,10
1451,13,5,0,50,10,3,0.75,0,350.3571429,100,65.88235294,vehicle.audi.a2,0.064545281,-179.9938965,0,28,4,I,"900,501,947,540
",65.88235294,100,350.3571429,vehicle.toyota.prius,0.000102453,0.006117756,4.62E-07,37,37
1452,22,5,54,38,93,45,86,74,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,0.006117758,0,31,4,I,"926,497,971,540
",73.33333333,13.36898396,69.6,vehicle.volkswagen.t2,0,0.006117758,0,36,36
1453,4,87,25,73,66,11,19,48,350.3571429,100,65.88235294,vehicle.audi.tt,0,0.006117758,0,15,4,I,"980,472,1087,542
",65.88235294,100,350.3571429,vehicle.chevrolet.impala,0,0.006117758,0,11,11
1454,6,2,22,98,61,20,8,48,0,100,100,vehicle.toyota.prius,0.000102453,-179.9692993,3.18E-15,2,4,I,"349,280,4508,2051
",100,100,0,vehicle.seat.leon,0,0.006117758,0,36,36
1455,3,77,70,4,83,39,85,89,0,0,85.09803922,vehicle.citroen.c3,0,0.006117758,0,9,4,I,"992,404,1168,543
",85.09803922,0,0,vehicle.audi.tt,0,-179.9938965,0,29,29
1456,23,62,86,18,18,19,6,60,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.006117758,0,17,4,I,"957,475,1038,541
",83.92156863,80.37383178,233.372093,vehicle.audi.a2,0.065385394,-179.9938965,0,39,39
1457,6,27,34,15,73,54,10,40,0,100,100,vehicle.toyota.prius,0.000102453,-179.9938965,3.46E-08,4,5,I,"-318,-47,826,553
",100,100,0,vehicle.chevrolet.impala,0,0.006117758,0,38,38
1458,14,65,79,68,50,39,7,26,0,100,100,vehicle.toyota.prius,0.000102453,0.006117756,0,5,5,I,"841,212,1282,547
",100,100,0,vehicle.tesla.model3,0,0.006117758,0,38,38
1459,15,3,57,32,99,95,85,6,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,0.006117758,0,34,5,I,"963,501,1005,540
",73.33333333,13.36898396,69.6,vehicle.bmw.grandtourer,0,-179.9938965,0,21,21
1460,23,98,29,17,56,12,42,96,350.3571429,100,65.88235294,vehicle.audi.tt,0,0.006117758,0,39,5,I,"965,515,1001,540
",65.88235294,100,350.3571429,vehicle.audi.etron,0,0.006117758,0,6,6
1461,6,15,13,24,57,26,58,32,350.3571429,100,65.88235294,vehicle.audi.a2,0.064791173,0.006115716,0,15,5,I,"980,464,1075,541
",65.88235294,100,350.3571429,vehicle.toyota.prius,0.000102453,-179.9692993,3.18E-15,4,4
1462,12,50,53,38,2,28,67,29,0,100,100,vehicle.toyota.prius,0.000102453,0.006117756,2.69E-07,34,5,I,"914,509,956,540
",100,100,0,vehicle.bmw.grandtourer,0,-179.9938965,0,33,33
1463,10,57,90,94,93,25,62,77,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,0.006117758,0,16,5,I,"960,475,1057,542
",56.07843137,57.34265734,221.7073171,vehicle.volkswagen.t2,0,-179.9938965,0,31,31
1464,2,4,32,61,40,39,30,37,350.3571429,100,65.88235294,vehicle.audi.a2,0.064668231,0.006115787,0,15,5,I,"929,465,1017,541
",65.88235294,100,350.3571429,vehicle.nissan.patrol,0,0.006117758,0,31,31
1465,4,69,78,92,74,28,23,0,350.3571429,100,65.88235294,vehicle.audi.a2,0.064456493,-179.9938965,0,6,5,I,"-650,89,551,549
",65.88235294,100,350.3571429,vehicle.volkswagen.t2,0,0.006117758,0,31,31
1466,16,71,76,43,90,30,41,49,0,100,100,vehicle.toyota.prius,0.000102453,-179.9938965,0,14,5,I,"820,460,936,541
",100,100,0,vehicle.bmw.grandtourer,0,0.006117758,0,22,22
1467,3,54,58,26,95,93,89,52,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.006117758,0,21,5,I,"944,489,1008,541
",83.92156863,80.37383178,233.372093,vehicle.volkswagen.t2,0,-179.9938965,0,37,37
1468,12,99,8,88,94,46,2,33,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,0.006117758,0,16,5,I,"963,443,1064,541
",28.62745098,83.56164384,0,vehicle.jeep.wrangler_rubicon,0,0.006117758,0,37,37
1469,13,60,0,0,10,3,0.75,0,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,0.006117758,0,17,5,I,"973,476,1072,542
",56.07843137,57.34265734,221.7073171,vehicle.citroen.c3,0,0.006117758,0,33,33
1470,16,81,8,19,10,40,52,90,350.3571429,100,65.88235294,vehicle.audi.etron,0,0.006117758,0,32,5,I,"959,503,1005,541
",65.88235294,100,350.3571429,vehicle.audi.tt,0,-179.9938965,0,32,32
1471,17,19,23,26,80,57,86,71,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9938965,0,18,5,I,"835,484,926,541
",65.88235294,100,350.3571429,vehicle.audi.etron,0,-179.9938965,0,17,17
1472,19,40,61,85,50,99,79,56,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9938965,0,39,5,I,"886,510,930,540
",42.74509804,0,0,vehicle.chevrolet.impala,0,-179.9692993,0,4,4
1473,22,18,95,67,38,43,23,87,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.006117758,0,39,5,I,"966,514,1000,540
",83.92156863,80.37383178,233.372093,vehicle.nissan.micra,0,-179.9938965,0,10,10
1474,13,80,70,49,33,38,16,88,350.3571429,100,65.88235294,vehicle.audi.a2,0.064395018,0.006115754,0,12,5,I,"990,446,1112,542
",65.88235294,100,350.3571429,vehicle.volkswagen.t2,0,0.006117758,0,18,18
1475,7,33,78,14,27,35,74,44,350.3571429,100,65.88235294,vehicle.audi.etron,0,0.006117758,0,23,5,I,"970,489,1037,541
",65.88235294,100,350.3571429,vehicle.jeep.wrangler_rubicon,0,-179.9938965,0,31,31
1476,10,61,55,63,20,13,49,16,0,0,85.09803922,vehicle.citroen.c3,0,-179.9938965,0,22,5,I,"827,486,901,541
",85.09803922,0,0,vehicle.citroen.c3,0,0.006117758,0,8,8
1477,17,10,39,37,19,30,59,75,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9938965,0,21,5,I,"794,489,877,541
",83.92156863,80.37383178,233.372093,vehicle.audi.a2,0.064572603,-179.9938965,0,35,35
1478,12,18,8,34,16,24,42,33,0,0,85.09803922,vehicle.citroen.c3,0,-179.9938965,0,37,5,I,"893,509,932,540
",85.09803922,0,0,vehicle.bmw.grandtourer,0,0.006117758,0,12,12
1479,15,39,27,1,31,42,60,41,0,0,95.29411765,vehicle.nissan.micra,0,-179.9938965,0,28,5,I,"845,503,899,540
",95.29411765,0,0,vehicle.audi.tt,0,-179.9938965,0,26,26
1480,2,37,99,80,34,32,8,90,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9938965,0,16,5,I,"743,442,872,541
",28.62745098,83.56164384,0,vehicle.jeep.wrangler_rubicon,0,0.006117758,0,26,26
1481,6,19,68,48,68,90,7,41,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,0.006117758,0,29,5,I,"933,504,986,540
",40.39215686,83.49514563,226.0465116,vehicle.audi.a2,0.064381361,-179.9938965,0,27,27
1482,11,75,77,63,5,57,80,65,0,0,95.29411765,vehicle.nissan.micra,0,-179.9835052,0,5,5,I,"-1182,-99,556,549
",95.29411765,0,0,vehicle.seat.leon,0,0.006117758,0,17,17
1483,13,82,20,80,33,63,34,33,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,-179.9938965,0,39,5,I,"902,514,942,540
",56.07843137,57.34265734,221.7073171,vehicle.audi.a2,0.064196944,0.006115739,0,33,33
1484,18,65,6,87,35,10,3,62,0,0,95.29411765,vehicle.nissan.micra,0,0.006118,0,4,4,I,"997,174,1503,545
",85.09803922,0,0,vehicle.jeep.wrangler_rubicon,0,0.006117758,0,33,13
1485,21,16,50,53,50,88,68,45,350.3571429,100,65.88235294,vehicle.bmw.grandtourer,0,-179.9835052,0,4,3,I,"800,208,1293,551
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1486,7,84,92,84,41,61,13,22,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9938965,0,7,2,I,"522,307,899,544
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
1487,8,87,48,40,80,62,50,21,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,0.006117758,0,7,2,I,"663,290,937,544
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
1488,19,16,50,53,79,85,76,63,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9938965,0,12,2,I,"713,427,896,542
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
1489,6,77,26,53,98,10,2,8,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9938965,0,14,2,I,"695,429,849,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
1490,3,58,95,80,4,46,51,3,0,100,100,vehicle.toyota.prius,0.000102453,0.006117756,0,17,2,I,"939,475,1025,541
",100,100,0,Nan,-1,-1,-1,-1,-1
1491,24,70,23,75,73,100,22,20,0,0,85.09803922,vehicle.citroen.c3,0,0.006117758,0,13,2,I,"977,445,1095,542
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
1492,13,5,0,0,10,2,0.75,0,350.3571429,100,65.88235294,vehicle.audi.etron,0,-179.9938965,0,15,2,I,"777,456,904,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1493,23,68,86,1,19,62,32,36,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9835052,0,4,2,I,"-979,-221,733,559
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
1494,12,10,12,83,89,11,91,14,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9938965,0,8,2,I,"579,341,901,544
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
1495,20,60,0,0,10,3,0.75,0,350.3571429,100,65.88235294,vehicle.audi.a2,0.064360872,0.006115749,4.07E-13,18,2,I,"941,478,1013,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1496,17,59,42,77,87,30,34,82,0,0,85.09803922,vehicle.citroen.c3,0,0.006117758,0,13,2,I,"845,443,958,542
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
1497,20,20,30,50,30,2,0.75,0,0,100,100,vehicle.toyota.prius,0.000102453,-179.9938965,0,16,2,I,"711,466,848,541
",100,100,0,Nan,-1,-1,-1,-1,-1
1498,13,60,0,0,10,3,0.75,0,350.3571429,100,65.88235294,vehicle.audi.a2,0.064415507,0.0061161,4.07E-13,20,2,I,"882,483,950,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1499,16,39,2,53,85,74,20,1,350.3571429,100,65.88235294,vehicle.audi.a2,0.064142302,-179.9938965,-4.07E-13,15,2,I,"689,462,820,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1500,22,0,51,74,10,81,0,57,0,100,100,vehicle.toyota.prius,0.000102453,-179.9938965,0,9,2,I,"382,374,756,543
",100,100,0,Nan,-1,-1,-1,-1,-1
1501,16,63,32,33,68,91,27,31,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9938965,0,10,2,I,"678,414,880,543
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
1502,23,91,4,70,74,2,24,28,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,0.006117758,0,11,2,I,"982,391,1147,542
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
1503,23,23,29,52,38,67,90,53,350.3571429,100,65.88235294,vehicle.audi.a2,0.064381361,0.006116285,0,13,2,I,"937,456,1037,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1504,15,19,74,7,99,73,80,62,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,-179.9938965,0,18,2,I,"848,479,932,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
1505,13,60,0,0,10,3,0.75,0,0,0,95.29411765,vehicle.nissan.micra,0,-179.9938965,0,9,2,I,"475,395,761,542
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
1506,15,20,88,97,80,97,86,32,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9938965,0,8,2,I,"557,297,875,544
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
1507,20,69,5,68,97,63,60,32,350.3571429,100,65.88235294,vehicle.audi.etron,0,0.006117758,0,8,2,I,"964,351,1208,545
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1508,20,20,30,50,30,2,0.75,0,0,0,42.74509804,vehicle.bmw.grandtourer,0,0.006117758,0,6,2,I,"829,292,1169,545
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
1509,5,7,81,0,88,77,60,38,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9938965,0,7,2,I,"467,309,870,544
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
1510,20,5,0,0,10,2,0.75,0,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9938965,0,8,2,I,"571,389,863,545
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1511,12,36,55,8,93,28,14,75,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9938965,0,11,2,I,"609,442,818,543
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1512,4,53,55,73,96,45,66,7,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,0.006117758,0,5,2,I,"945,254,1369,549
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
1513,15,48,69,50,98,79,79,35,350.3571429,100,65.88235294,vehicle.audi.a2,0.064422339,-179.9938965,0,5,2,I,"102,214,743,546
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1514,13,53,52,61,1,29,93,48,350.3571429,100,65.88235294,vehicle.audi.a2,0.064395018,0.006116335,4.07E-13,11,2,I,"848,438,968,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1515,16,52,2,85,76,41,62,85,350.3571429,100,65.88235294,vehicle.audi.tt,0,0.006117758,0,19,2,I,"950,489,1026,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1516,9,98,79,41,72,60,80,78,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,0.006117758,0,11,2,I,"882,409,1020,541
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
1517,14,27,83,62,62,50,9,3,0,0,95.29411765,vehicle.nissan.micra,0,-179.9938965,0,16,2,I,"825,473,918,540
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
1518,8,47,34,91,71,41,66,41,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9938965,0,5,2,I,"319,76,896,548
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
1519,20,60,0,50,10,2,0.75,0,350.3571429,100,65.88235294,vehicle.audi.etron,0,-179.9938965,0,12,2,I,"561,425,792,543
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1520,12,94,29,64,86,88,34,80,350.3571429,100,65.88235294,vehicle.audi.a2,0.064251587,0.006116329,0,15,2,I,"912,463,1003,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1521,13,25,15,99,72,34,72,26,0,0,95.29411765,vehicle.nissan.micra,0,-179.9938965,0,10,2,I,"709,427,881,541
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
1522,6,94,21,39,100,39,16,59,350.3571429,100,65.88235294,vehicle.audi.a2,0.06428574,0.006116082,4.07E-13,17,2,I,"965,472,1045,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1523,11,41,28,85,29,60,9,14,0,0,95.29411765,vehicle.nissan.micra,0,0.006117758,0,9,2,I,"881,408,1045,541
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
1524,18,12,14,10,11,2,39,57,350.3571429,100,65.88235294,vehicle.audi.a2,0.064155966,-179.9938965,-2.04E-13,8,2,I,"685,378,907,543
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1525,5,81,23,89,97,6,76,83,0,0,95.29411765,vehicle.nissan.micra,0,-179.9938965,0,17,2,I,"834,477,921,540
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
1526,21,78,26,21,85,55,82,86,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9938965,0,15,2,I,"697,470,839,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1527,21,46,57,49,57,8,22,17,0,0,95.29411765,vehicle.nissan.micra,0,-179.9938965,0,5,2,I,"202,212,801,544
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
1528,13,61,18,92,52,70,31,25,350.3571429,100,65.88235294,vehicle.audi.etron,0,-179.9938965,0,15,2,I,"670,453,830,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1529,20,60,0,0,10,3,0.75,0,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9938965,0,18,2,I,"740,461,854,541
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
1530,13,60,0,50,10,3,0.75,0,350.3571429,100,65.88235294,vehicle.audi.etron,0,-179.9938965,0,13,2,I,"665,436,848,543
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1531,2,34,29,6,5,68,69,12,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9938965,0,4,2,I,"-974,-307,790,557
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
1532,13,32,8,33,75,29,1,96,350.3571429,100,65.88235294,vehicle.audi.a2,0.064456493,0.006116158,0,19,2,I,"901,483,968,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1533,22,16,0,26,4,25,0,35,0,0,42.74509804,vehicle.bmw.grandtourer,0,-179.9938965,0,13,2,I,"762,440,917,542
",42.74509804,0,0,Nan,-1,-1,-1,-1,-1
1534,21,87,40,67,90,54,70,71,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,-179.9938965,0,19,2,I,"851,484,940,541
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
1535,14,21,12,55,29,42,72,40,0,0,85.09803922,vehicle.citroen.c3,0,-179.9938965,0,10,2,I,"723,411,902,543
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
1536,15,86,18,65,92,44,79,63,350.3571429,100,65.88235294,vehicle.audi.a2,0.064456493,0.006115858,0,18,2,I,"964,479,1036,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1537,18,86,11,54,43,72,32,98,350.3571429,100,65.88235294,vehicle.audi.tt,0,0.006117758,0,15,2,I,"856,472,958,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1538,22,18,40,53,85,48,76,96,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.006117758,0,18,2,I,"897,481,971,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
1539,22,96,48,20,22,38,24,59,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9938965,0,12,2,I,"579,449,786,543
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1540,7,84,33,29,75,60,19,39,0,100,100,vehicle.toyota.prius,0.000102453,-179.9938965,0,8,2,I,"417,344,812,544
",100,100,0,Nan,-1,-1,-1,-1,-1
1541,6,21,47,72,15,95,71,19,0,0,95.29411765,vehicle.nissan.micra,0,-179.9938965,0,17,2,I,"759,474,864,540
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
1542,22,95,59,71,20,15,2,70,0,83.56164384,28.62745098,vehicle.volkswagen.t2,0,-179.9938965,0,19,2,I,"855,459,943,541
",28.62745098,83.56164384,0,Nan,-1,-1,-1,-1,-1
1543,18,9,8,100,53,99,9,60,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9938965,0,10,2,I,"556,386,806,542
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
1544,20,94,78,77,7,58,17,16,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,0.006117758,0,16,2,I,"952,451,1043,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
1545,5,47,6,38,74,43,85,12,350.3571429,100,65.88235294,vehicle.audi.a2,0.064511135,0.006116054,4.07E-13,7,2,I,"805,364,1012,544
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1546,6,4,36,93,80,14,86,33,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.006117758,0,8,2,I,"997,378,1227,544
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
1547,23,20,70,76,27,36,92,17,233.372093,80.37383178,83.92156863,vehicle.seat.leon,0,0.006117758,0,18,2,I,"867,480,946,541
",83.92156863,80.37383178,233.372093,Nan,-1,-1,-1,-1,-1
1548,17,56,44,13,88,92,39,16,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9938965,0,15,2,I,"764,446,888,541
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
1549,20,5,0,50,10,2,0.75,0,350.3571429,100,65.88235294,vehicle.audi.a2,0.06435404,0.006115975,0,14,2,I,"874,460,969,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1550,21,43,61,12,82,46,10,91,0,0,95.29411765,vehicle.nissan.micra,0,0.006117758,0,11,2,I,"879,435,1009,541
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
1551,3,42,18,19,60,51,71,36,0,0,85.09803922,vehicle.citroen.c3,0,0.006117758,0,15,2,I,"901,458,996,542
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
1552,20,5,0,50,10,2,0.75,0,0,0,85.09803922,vehicle.citroen.c3,0,0.006117758,0,19,2,I,"887,478,959,541
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
1553,8,94,52,78,39,76,8,36,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,0.006117758,0,6,2,I,"641,267,1046,548
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
1554,3,97,21,60,86,22,47,97,0,0,85.09803922,vehicle.citroen.c3,0,0.006117758,0,13,2,I,"851,445,962,542
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
1555,17,1,90,94,37,86,52,80,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,0.006117758,0,9,2,I,"744,363,942,542
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
1556,13,100,100,90,100,7,0.75,0,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9938965,0,7,2,I,"548,367,874,545
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1557,21,77,97,57,85,52,52,70,350.3571429,100,65.88235294,vehicle.audi.tt,0,0.006117758,0,17,2,I,"874,482,961,541
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1558,20,20,30,50,30,2,0.75,0,350.3571429,100,65.88235294,vehicle.audi.tt,0,-179.9938965,0,16,2,I,"761,475,881,542
",65.88235294,100,350.3571429,Nan,-1,-1,-1,-1,-1
1559,23,32,27,43,13,14,30,20,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9692993,0,4,2,I,"-4603,-1629,601,570
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
1560,2,43,55,66,72,31,4,51,226.0465116,83.49514563,40.39215686,vehicle.tesla.model3,0,-179.9938965,0,12,2,I,"708,438,892,542
",40.39215686,83.49514563,226.0465116,Nan,-1,-1,-1,-1,-1
1561,7,10,78,14,11,59,1,12,221.7073171,57.34265734,56.07843137,vehicle.chevrolet.impala,0,0.006117758,0,19,2,I,"962,485,1044,541
",56.07843137,57.34265734,221.7073171,Nan,-1,-1,-1,-1,-1
1562,8,67,81,95,69,54,23,84,0,100,100,vehicle.toyota.prius,0.000102453,0.006117756,0,15,2,I,"975,465,1081,541
",100,100,0,Nan,-1,-1,-1,-1,-1
1563,20,20,30,50,30,2,0.75,0,0,0,95.29411765,vehicle.nissan.micra,0,0.006117758,0,18,2,I,"923,479,998,540
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
1564,13,20,30,50,30,3,0.75,0,69.6,13.36898396,73.33333333,vehicle.nissan.patrol,0,-179.9938965,0,12,2,I,"635,417,826,541
",73.33333333,13.36898396,69.6,Nan,-1,-1,-1,-1,-1
1565,23,76,72,20,30,17,85,23,0,100,100,vehicle.toyota.prius,0.000102453,-179.9938965,0,14,2,I,"795,460,917,541
",100,100,0,Nan,-1,-1,-1,-1,-1
1566,4,80,0,0,35,50,78,94,0,0,85.09803922,vehicle.jeep.wrangler_rubicon,0,0.006117758,0,11,2,I,"858,414,987,542
",85.09803922,0,0,Nan,-1,-1,-1,-1,-1
1567,11,91,7,74,82,10,92,2,0,0,95.29411765,vehicle.nissan.micra,0,0.006117758,0,14,2,I,"970,459,1074,541
",95.29411765,0,0,Nan,-1,-1,-1,-1,-1
