,TestId,Forest,Prediction,Anchor,Precision,Coverage,Label
190,5900,"[15, 1, 11, 5, 13, 17, 10, 6, 7]",Safety level,cardistance <= 9.00 AND cloudiness <= 50.00 AND cartype = vehicle.bmw.grandtourer AND fogden <= 24.00 AND yaw > 100.04 AND roadtype = R AND carcolor_H <= 0.00 AND fogdis > 23.00 AND wetness <= 74.00,0.952319588,0.0021,Safety level
191,3167,"[1, 15, 17, 5]",Low Risk level,cloudiness <= 24.00 AND cardistance > 23.00 AND roadtype = I AND fogden > 76.00,0.97082658,0.0046,Low Risk level
192,1753,"[1, 15, 11]",High Risk level,cloudiness > 75.00 AND cardistance > 23.00 AND cartype = vehicle.jeep.wrangler_rubicon,0.985611511,0.0073,High Risk level
193,1321,"[15, 1, 9]",High Risk level,cardistance > 23.00 AND cloudiness > 50.00 AND carcolor_S <= 0.00,0.961538462,0.0374,High Risk level
194,5989,"[15, 17, 1, 11, 3, 2, 13, 6, 16, 16, 3, 1, 2, 15, 9, 3, 15, 8, 2, 4, 0]",Safety level,cardistance <= 9.00 AND roadtype = I AND cloudiness <= 50.00 AND cartype = vehicle.bmw.grandtourer AND ponding <= 25.00 AND 49.00 < precipitation <= 75.00 AND yaw > -178.77 AND fogdis > 23.00 AND carnumber <= 2.00 AND carcolor_S <= 100.00 AND carcolor_V <= 65.88 AND wind <= 76.00 AND time <= 19.00,0.899803536,0,Safety level
195,7636,"[15, 6, 11, 1, 15, 14, 5, 10, 2, 0, 3, 9, 12, 4, 13, 16, 6, 7, 15, 2, 16, 10, 6]",Safety level,cardistance <= 9.00 AND fogdis > 74.00 AND cartype = vehicle.chevrolet.impala AND cloudiness <= 75.00 AND roll > 0.00 AND fogden <= 76.00 AND carcolor_H > 69.60 AND precipitation > 49.00 AND time <= 19.00 AND ponding <= 75.00 AND carcolor_S <= 80.37 AND pitch <= 0.00 AND wind > 50.00 AND yaw > -178.77 AND 2.00 < carnumber <= 3.00 AND wetness <= 74.00,0.899903754,0,Safety level
196,2331,"[1, 11, 5, 10, 3, 0, 9, 7, 16, 4, 12, 16, 2, 8, 2, 3, 5, 7, 7, 9, 1, 10, 9, 0, 8, 10, 5, 1, 3, 2, 0, 14, 17, 13, 8, 4]",Safety level,cloudiness <= 24.00 AND cartype = vehicle.audi.tt AND fogden <= 24.00 AND carcolor_H > 233.37 AND ponding <= 25.00 AND time > 19.00 AND 80.37 < carcolor_S <= 100.00 AND wetness <= 23.00 AND carnumber <= 2.00 AND wind <= 50.00 AND pitch <= 0.00 AND precipitation <= 24.00 AND 56.08 < carcolor_V <= 65.88 AND roll <= 0.00 AND roadtype = T AND yaw <= 100.04,0.804321729,0,Safety level
197,6465,"[15, 1, 6, 11, 5, 3, 10, 2, 2, 0, 14, 10, 7, 8, 16, 12, 6, 15, 9, 15, 3, 13, 1]",Safety level,cardistance <= 9.00 AND cloudiness <= 50.00 AND fogdis > 48.00 AND cartype = vehicle.chevrolet.impala AND fogden <= 24.00 AND ponding <= 50.00 AND 69.60 < carcolor_H <= 233.37 AND 49.00 < precipitation <= 75.00 AND time <= 19.00 AND roll > 0.00 AND wetness <= 74.00 AND carcolor_V <= 85.10 AND carnumber <= 3.00 AND pitch <= 0.00 AND carcolor_S > 0.00 AND yaw <= 100.04,0.936265709,0.0004,Safety level
198,4683,"[15, 1, 1, 6, 5, 8, 3, 9, 4, 14, 16, 0, 2, 7, 4, 8, 5, 0, 12, 16, 2, 3, 4, 10, 5, 8, 10, 6, 6, 15, 2, 1, 3, 7, 17]",Medium Risk Level,cardistance <= 17.00 AND 50.00 < cloudiness <= 75.00 AND fogdis <= 23.00 AND 50.00 < fogden <= 76.00 AND carcolor_V <= 56.08 AND ponding > 75.00 AND carcolor_S > 0.00 AND 24.00 < wind <= 50.00 AND roll <= 0.00 AND 2.00 < carnumber <= 3.00 AND time <= 13.00 AND precipitation > 75.00 AND wetness > 49.00 AND pitch <= 0.00 AND 0.00 < carcolor_H <= 233.37 AND roadtype = I,0.908455181,0.0002,Medium Risk Level
199,1344,"[1, 15, 6, 5]",High Risk level,cloudiness > 75.00 AND cardistance > 17.00 AND fogdis <= 48.00 AND fogden > 50.00,0.978473581,0.0302,High Risk level
200,5809,"[15, 1, 6, 10, 3, 13, 0, 8, 8, 5, 15, 16, 9, 16, 4]",Safety level,9.00 < cardistance <= 17.00 AND cloudiness <= 24.00 AND fogdis > 48.00 AND carcolor_H > 69.60 AND ponding <= 25.00 AND yaw > 100.04 AND time > 19.00 AND carcolor_V <= 65.88 AND fogden <= 76.00 AND 2.00 < carnumber <= 3.00 AND carcolor_S > 80.37 AND wind > 24.00,0.956582633,0,Safety level
201,1921,"[1, 15, 16, 16, 6, 13, 15, 1, 8]",Low Risk level,cloudiness <= 24.00 AND cardistance > 23.00 AND 2.00 < carnumber <= 3.00 AND fogdis <= 74.00 AND yaw <= 100.04 AND carcolor_V > 56.08,0.654434251,0.0125,Low Risk level
202,2262,"[1, 15, 6, 12, 8, 16, 13, 0, 0, 8, 2, 15, 5, 1, 8, 15, 1, 9, 4, 13, 4, 6, 7, 7, 14, 3, 13, 5, 2, 3, 5, 7, 6, 4, 2, 3]",Low Risk level,cloudiness <= 24.00 AND cardistance > 23.00 AND 48.00 < fogdis <= 74.00 AND pitch > 0.00 AND carcolor_V > 85.10 AND carnumber > 2.00 AND -178.77 < yaw <= 0.01 AND 7.00 < time <= 19.00 AND 49.00 < precipitation <= 75.00 AND 50.00 < fogden <= 76.00 AND carcolor_S <= 100.00 AND wind > 76.00 AND wetness > 74.00 AND roll > 0.00 AND ponding <= 25.00,0.690450644,0.0001,Low Risk level
203,3705,"[1, 10, 0, 9, 5, 13, 8, 17, 13, 7, 14, 7, 9, 1, 10, 13, 5, 5, 9, 7, 8, 10, 16, 4, 4, 2, 2, 8, 16, 12, 4, 11, 3]",Low Risk level,cloudiness <= 50.00 AND carcolor_H > 233.37 AND time <= 19.00 AND 80.37 < carcolor_S <= 100.00 AND fogden > 76.00 AND 0.01 < yaw <= 100.04 AND 56.08 < carcolor_V <= 65.88 AND roadtype = T AND wetness > 74.00 AND roll <= 0.00 AND 2.00 < carnumber <= 3.00 AND wind <= 24.00 AND precipitation > 49.00 AND pitch > 0.00 AND cartype = vehicle.audi.a2 AND ponding <= 25.00,0.686516854,0,Low Risk level
204,1610,"[1, 15, 5, 6]",High Risk level,cloudiness > 50.00 AND cardistance > 17.00 AND fogden > 50.00 AND fogdis <= 23.00,0.996855346,0.0319,High Risk level
205,2441,"[1, 11, 4, 16, 0, 9, 9, 14, 8, 4, 3, 15, 7, 2, 0, 13, 3, 5, 6, 15, 2, 12, 9, 16, 13, 2, 6, 4, 6, 15, 1, 7, 1, 17, 8, 0, 8, 7, 3]",Low Risk level,50.00 < cloudiness <= 75.00 AND cartype = vehicle.toyota.prius AND wind <= 24.00 AND carnumber > 3.00 AND 7.00 < time <= 13.00 AND 80.37 < carcolor_S <= 100.00 AND roll <= 0.00 AND carcolor_V > 85.10 AND 50.00 < ponding <= 75.00 AND 17.00 < cardistance <= 23.00 AND 49.00 < wetness <= 74.00 AND precipitation > 75.00 AND yaw > 0.01 AND fogden <= 76.00 AND fogdis > 74.00 AND pitch > 0.00 AND roadtype = T,0.732052578,0.0001,Low Risk level
206,3289,"[1, 6, 5, 10, 9, 11, 3, 0, 2, 13, 2, 7, 4, 14, 4, 2, 13, 7, 9, 1, 3, 7, 3, 4, 10, 6, 1, 13]",Low Risk level,cloudiness <= 24.00 AND fogdis <= 23.00 AND fogden > 76.00 AND carcolor_H > 69.60 AND 0.00 < carcolor_S <= 100.00 AND cartype = vehicle.chevrolet.impala AND ponding > 75.00 AND time > 7.00 AND 24.00 < precipitation <= 49.00 AND yaw <= -178.77 AND wetness <= 23.00 AND 24.00 < wind <= 50.00 AND roll <= 0.00,0.817118554,0.0003,Low Risk level
207,3733,"[1, 6, 10, 15, 11, 5, 0, 0, 17, 8, 14, 6, 13, 7, 1, 13, 9, 10, 8, 16, 5, 6, 13, 16, 10, 9, 3, 5, 2, 0]",Low Risk level,cloudiness <= 50.00 AND fogdis <= 23.00 AND carcolor_H > 233.37 AND cardistance > 9.00 AND cartype = vehicle.audi.a2 AND fogden > 76.00 AND 13.00 < time <= 19.00 AND roadtype = T AND 56.08 < carcolor_V <= 85.10 AND roll <= 0.00 AND yaw > 100.04 AND wetness <= 74.00 AND 0.00 < carcolor_S <= 100.00 AND 2.00 < carnumber <= 3.00 AND ponding > 25.00 AND precipitation <= 75.00,0.895343015,0,Low Risk level
208,3625,"[1, 6, 10, 15, 9, 8, 10, 0, 0, 11, 13, 5, 7, 2]",Low Risk level,cloudiness <= 24.00 AND fogdis <= 23.00 AND carcolor_H > 69.60 AND cardistance > 17.00 AND carcolor_S > 0.00 AND carcolor_V > 56.08 AND 7.00 < time <= 19.00 AND cartype = vehicle.seat.leon AND yaw > 100.04 AND fogden <= 76.00 AND wetness <= 74.00 AND precipitation <= 75.00,0.953145917,0.0009,Low Risk level
209,712,"[15, 1, 5, 11, 0, 13, 10, 4, 8, 13, 10, 5, 13, 9, 5, 10, 15, 15, 4, 7, 2, 7, 9]",High Risk level,17.00 < cardistance <= 23.00 AND cloudiness > 24.00 AND fogden > 76.00 AND cartype = vehicle.jeep.wrangler_rubicon AND time <= 13.00 AND 0.01 < yaw <= 100.04 AND carcolor_H <= 0.00 AND wind > 50.00 AND carcolor_V <= 85.10 AND carcolor_S <= 80.37 AND wetness <= 49.00 AND precipitation <= 75.00,0.788370253,0,High Risk level
210,2621,"[1, 11, 6, 15, 5, 10, 3, 16, 9, 4, 10, 7, 2, 16, 9, 8, 8, 3, 15, 1, 5, 3, 5]",Safety level,cloudiness <= 50.00 AND cartype = vehicle.chevrolet.impala AND fogdis > 48.00 AND 9.00 < cardistance <= 23.00 AND fogden <= 24.00 AND 69.60 < carcolor_H <= 233.37 AND ponding <= 25.00 AND carnumber <= 2.00 AND 0.00 < carcolor_S <= 100.00 AND wind <= 50.00 AND wetness <= 74.00 AND precipitation > 24.00 AND carcolor_V <= 65.88,0.910029499,0,Low Risk level
211,575,"[1, 15, 5, 6, 13, 14, 13, 0, 12, 6, 5, 9, 3, 1, 16, 7, 0, 16, 2, 1, 7, 10]",High Risk level,cloudiness > 75.00 AND cardistance > 9.00 AND fogden > 76.00 AND fogdis <= 48.00 AND -178.77 < yaw <= 100.04 AND roll <= 0.00 AND time > 13.00 AND pitch <= 0.00 AND carcolor_S <= 100.00 AND ponding <= 75.00 AND carnumber > 3.00 AND 23.00 < wetness <= 74.00 AND precipitation <= 75.00 AND carcolor_H <= 233.37,0.846834883,0.0009,High Risk level
212,6369,"[15, 17, 1, 6, 11, 15, 8, 0, 4, 2, 0]",Safety level,9.00 < cardistance <= 17.00 AND roadtype = I AND cloudiness <= 50.00 AND fogdis > 74.00 AND cartype = vehicle.audi.etron AND carcolor_V > 56.08 AND 7.00 < time <= 19.00 AND wind > 24.00 AND precipitation <= 24.00,0.953727506,0.0005,Safety level
213,6873,"[15, 4, 2, 8, 16, 3, 5, 8, 7, 9, 0, 2, 3, 0, 7, 15, 0, 2, 16, 3, 15, 9, 7, 4, 9, 4, 8, 14, 10]",Safety level,cardistance <= 9.00 AND wind <= 24.00 AND precipitation > 75.00 AND carcolor_V > 85.10 AND carnumber <= 2.00 AND ponding <= 25.00 AND fogden <= 76.00 AND 49.00 < wetness <= 74.00 AND carcolor_S <= 0.00 AND 7.00 < time <= 13.00 AND roll <= 0.00 AND carcolor_H <= 0.00,0.623628147,0.0007,Safety level
214,3998,"[15, 1, 11, 1, 13, 8, 6, 15, 5, 14, 6, 2, 4]",Medium Risk Level,cardistance <= 9.00 AND 50.00 < cloudiness <= 75.00 AND cartype = vehicle.volkswagen.t2 AND yaw > 0.01 AND carcolor_V <= 56.08 AND 23.00 < fogdis <= 74.00 AND fogden > 76.00 AND roll <= 0.00 AND precipitation <= 24.00 AND wind <= 76.00,0.952898551,0,Medium Risk Level
215,5360,"[17, 11, 1, 15, 1, 10, 9, 6, 8, 16, 14, 12, 6, 7, 8, 3, 5]",Medium Risk Level,roadtype = T AND cartype = vehicle.nissan.patrol AND cloudiness <= 50.00 AND cardistance > 17.00 AND carcolor_H <= 69.60 AND carcolor_S <= 80.37 AND fogdis <= 48.00 AND 56.08 < carcolor_V <= 85.10 AND carnumber <= 3.00 AND roll <= 0.00 AND pitch <= 0.00 AND wetness > 49.00 AND ponding <= 75.00 AND fogden <= 76.00,0.907581627,0.0006,Medium Risk Level
216,5648,"[17, 3, 10, 14, 7, 3, 9, 13]",Low Risk level,roadtype = I AND ponding > 50.00 AND carcolor_H <= 233.37 AND roll <= 0.00 AND wetness <= 49.00 AND carcolor_S <= 100.00 AND yaw <= 100.04,0.325150301,0.0464,Low Risk level
217,3455,"[15, 1, 11, 5, 4, 4, 13, 0, 14, 10, 9, 2, 9, 8, 15, 9, 2, 4, 15, 7]",High Risk level,cardistance > 23.00 AND cloudiness > 24.00 AND cartype = vehicle.audi.tt AND fogden > 24.00 AND 50.00 < wind <= 76.00 AND yaw <= 100.04 AND time > 7.00 AND roll <= 0.00 AND carcolor_H > 69.60 AND 80.37 < carcolor_S <= 100.00 AND precipitation <= 49.00 AND carcolor_V <= 85.10 AND wetness <= 74.00,0.789300798,0.0003,Low Risk level
218,2900,"[1, 16, 6, 16, 9, 5, 0, 13, 15, 11, 17, 10, 15, 2, 14, 6, 13, 4, 0, 8, 12, 2, 8, 5, 3, 1, 15, 4, 10, 8, 10, 6, 9, 2, 13]",Low Risk level,cloudiness <= 50.00 AND 2.00 < carnumber <= 3.00 AND 48.00 < fogdis <= 74.00 AND 0.00 < carcolor_S <= 100.00 AND fogden > 50.00 AND 7.00 < time <= 19.00 AND -178.77 < yaw <= 0.01 AND cardistance <= 9.00 AND cartype = vehicle.volkswagen.t2 AND roadtype = X AND carcolor_H <= 0.00 AND precipitation <= 24.00 AND roll <= 0.00 AND 24.00 < wind <= 76.00 AND carcolor_V <= 56.08 AND pitch <= 0.00 AND ponding <= 75.00,0.891,0.0002,Low Risk level
219,4558,"[17, 11, 1, 15, 1, 10, 6, 8, 12, 5, 4, 15, 16, 2, 7, 3, 14, 7, 8, 13, 2, 2, 0, 0, 9, 13, 15, 4, 8, 5, 4, 3, 16]",Medium Risk Level,roadtype = T AND cartype = vehicle.tesla.model3 AND cloudiness <= 50.00 AND cardistance > 23.00 AND carcolor_H <= 233.37 AND fogdis <= 74.00 AND carcolor_V <= 56.08 AND pitch <= 0.00 AND fogden > 50.00 AND 24.00 < wind <= 50.00 AND 2.00 < carnumber <= 3.00 AND precipitation <= 24.00 AND wetness > 49.00 AND 25.00 < ponding <= 75.00 AND roll <= 0.00 AND -178.77 < yaw <= 100.04 AND time > 13.00 AND carcolor_S <= 100.00,0.882822903,0,Medium Risk Level
220,1102,"[1, 15, 11]",High Risk level,cloudiness > 75.00 AND cardistance > 23.00 AND cartype = vehicle.chevrolet.impala,0.984496124,0.0038,High Risk level
221,767,"[15, 1, 5, 17]",High Risk level,cardistance > 23.00 AND cloudiness > 50.00 AND fogden > 24.00 AND roadtype = X,0.979746835,0.019,High Risk level
222,447,"[1, 15, 6]",High Risk level,cloudiness > 75.00 AND cardistance > 23.00 AND fogdis <= 23.00,0.970642202,0.0143,High Risk level
223,2253,"[1, 10, 6, 0, 0, 9, 13, 13, 5, 3, 17, 7, 15, 11, 14, 7, 15, 8, 10, 5, 10, 9, 1, 5, 12, 4, 16]",Low Risk level,cloudiness <= 24.00 AND 69.60 < carcolor_H <= 233.37 AND fogdis <= 74.00 AND 7.00 < time <= 19.00 AND 0.00 < carcolor_S <= 100.00 AND 0.01 < yaw <= 100.04 AND 24.00 < fogden <= 50.00 AND ponding > 50.00 AND roadtype = X AND wetness <= 23.00 AND cardistance <= 9.00 AND cartype = vehicle.tesla.model3 AND roll <= 0.00 AND carcolor_V <= 85.10 AND pitch <= 0.00 AND wind <= 24.00 AND carnumber > 2.00,0.955266955,0,Low Risk level
224,4862,"[15, 1, 7, 17, 5, 6, 13, 15, 11, 12, 9, 2, 8, 16, 6, 5, 2, 7, 8, 7, 2, 4, 3, 6, 4, 15, 5, 13, 9, 9]",Medium Risk Level,cardistance <= 9.00 AND cloudiness > 50.00 AND wetness > 74.00 AND roadtype = X AND fogden > 76.00 AND 23.00 < fogdis <= 48.00 AND yaw > 0.01 AND cartype = vehicle.toyota.prius AND pitch > 0.00 AND 80.37 < carcolor_S <= 100.00 AND precipitation > 75.00 AND carcolor_V > 85.10 AND carnumber <= 3.00 AND wind > 50.00 AND ponding <= 75.00,0.82887931,0.0001,Medium Risk Level
225,4284,"[17, 11, 10, 1, 15, 8, 6, 5]",Medium Risk Level,roadtype = X AND cartype = vehicle.tesla.model3 AND carcolor_H <= 233.37 AND cloudiness <= 24.00 AND cardistance > 17.00 AND carcolor_V <= 56.08 AND fogdis <= 48.00 AND fogden > 50.00,0.954922894,0.0003,Medium Risk Level
226,3134,"[15, 1, 6, 10, 3, 9, 8, 0, 15, 8, 16, 4, 7, 6, 3, 2, 3, 10]",Safety level,cardistance <= 9.00 AND cloudiness <= 50.00 AND fogdis > 48.00 AND carcolor_H > 69.60 AND ponding <= 25.00 AND carcolor_S > 0.00 AND 56.08 < carcolor_V <= 85.10 AND time <= 13.00 AND carnumber <= 3.00 AND wind > 50.00 AND wetness <= 74.00 AND precipitation <= 49.00,0.810574713,0.0005,Low Risk level
227,2341,"[1, 15, 17, 3, 6, 16, 5, 12, 8, 4, 15, 1, 10]",Low Risk level,cloudiness <= 50.00 AND cardistance > 23.00 AND roadtype = I AND ponding > 50.00 AND fogdis <= 74.00 AND carnumber <= 3.00 AND fogden > 50.00 AND pitch <= 0.00 AND carcolor_V <= 85.10 AND wind > 24.00 AND carcolor_H <= 233.37,0.90726257,0.003,Low Risk level
228,1683,"[1, 15, 3]",High Risk level,cloudiness > 75.00 AND cardistance > 23.00 AND ponding > 75.00,0.96875,0.0171,High Risk level
229,1322,"[1, 15, 6, 5]",High Risk level,cloudiness > 75.00 AND cardistance > 17.00 AND fogdis <= 23.00 AND fogden > 24.00,0.974669604,0.0198,High Risk level
230,3759,"[1, 3, 5, 16, 15, 6, 15, 17, 12, 2, 7, 14, 13, 13, 0, 15, 0, 1, 1, 3, 5, 9, 8, 5, 3, 8, 9, 7, 7, 4]",Low Risk level,cloudiness <= 24.00 AND ponding > 75.00 AND fogden > 76.00 AND carnumber > 2.00 AND 9.00 < cardistance <= 17.00 AND fogdis <= 74.00 AND roadtype = X AND pitch > 0.00 AND precipitation > 24.00 AND 23.00 < wetness <= 49.00 AND roll <= 0.00 AND -178.77 < yaw <= 100.04 AND 7.00 < time <= 19.00 AND carcolor_S <= 80.37 AND carcolor_V <= 65.88 AND wind <= 76.00,0.8814666,0,Low Risk level
231,5298,"[15, 1, 11, 6, 13, 7, 0, 15, 8, 8, 14, 4, 5, 10, 9, 3, 9, 7, 15, 0, 13, 1, 4, 7, 13, 2, 6, 12, 5, 5, 2, 3, 4, 10, 0, 17, 3]",Medium Risk Level,cardistance <= 9.00 AND 24.00 < cloudiness <= 75.00 AND cartype = vehicle.nissan.patrol AND fogdis <= 48.00 AND yaw > 100.04 AND 49.00 < wetness <= 74.00 AND 13.00 < time <= 19.00 AND 56.08 < carcolor_V <= 85.10 AND roll <= 0.00 AND 50.00 < wind <= 76.00 AND fogden > 76.00 AND 0.00 < carcolor_H <= 233.37 AND 0.00 < carcolor_S <= 100.00 AND ponding > 75.00 AND precipitation > 49.00 AND pitch <= 0.00 AND roadtype = R,0.644270833,0.0001,Medium Risk Level
232,3656,"[1, 6, 10, 5, 16, 9, 0, 17, 2, 15, 10, 14, 7, 12, 0, 9, 4, 4, 3, 16, 9, 0, 15, 3, 2]",Low Risk level,cloudiness <= 50.00 AND fogdis <= 48.00 AND 69.60 < carcolor_H <= 233.37 AND fogden > 50.00 AND 2.00 < carnumber <= 3.00 AND 0.00 < carcolor_S <= 80.37 AND 7.00 < time <= 13.00 AND roadtype = R AND precipitation > 75.00 AND cardistance <= 17.00 AND roll <= 0.00 AND wetness <= 49.00 AND pitch <= 0.00 AND wind > 76.00 AND 25.00 < ponding <= 75.00,0.820557491,0.0003,Low Risk level
233,3216,"[1, 6, 10, 17, 3, 15, 0, 0, 7, 9, 5, 12]",Low Risk level,cloudiness <= 24.00 AND fogdis <= 23.00 AND carcolor_H > 233.37 AND roadtype = R AND ponding > 75.00 AND cardistance > 9.00 AND 7.00 < time <= 19.00 AND wetness <= 23.00 AND carcolor_S > 0.00 AND fogden > 50.00 AND pitch > 0.00,0.959748428,0.0001,Low Risk level
234,863,"[1, 11, 9, 3, 6, 2, 13, 14, 8, 13, 7, 8, 3, 2, 7, 7, 9, 5, 1, 5]",High Risk level,cloudiness > 75.00 AND cartype = vehicle.jeep.wrangler_rubicon AND carcolor_S <= 0.00 AND ponding > 75.00 AND fogdis <= 74.00 AND precipitation > 49.00 AND yaw > 0.01 AND roll <= 0.00 AND 56.08 < carcolor_V <= 85.10 AND 49.00 < wetness <= 74.00 AND 50.00 < fogden <= 76.00,0.789093298,0.0009,High Risk level
235,444,"[1, 15, 11]",High Risk level,cloudiness > 75.00 AND cardistance > 23.00 AND cartype = vehicle.jeep.wrangler_rubicon,0.992125984,0.007,High Risk level
236,147,"[1, 15, 5]",High Risk level,cloudiness > 75.00 AND cardistance > 17.00 AND fogden > 76.00,0.956298201,0.0329,High Risk level
237,3872,"[15, 1, 1, 17, 11, 6, 5, 14, 13, 4, 3, 16, 4, 9, 6, 7, 10, 9, 12, 1, 7, 0, 8, 7, 15, 2, 2, 10, 4]",Medium Risk Level,cardistance <= 17.00 AND 50.00 < cloudiness <= 75.00 AND roadtype = T AND cartype = vehicle.seat.leon AND fogdis <= 48.00 AND fogden > 24.00 AND roll <= 0.00 AND yaw > -178.77 AND 24.00 < wind <= 50.00 AND ponding <= 75.00 AND carnumber <= 3.00 AND 0.00 < carcolor_S <= 100.00 AND 49.00 < wetness <= 74.00 AND carcolor_H > 69.60 AND pitch <= 0.00 AND time <= 19.00 AND carcolor_V <= 85.10 AND 24.00 < precipitation <= 75.00,0.913692408,0,Medium Risk Level
238,6331,"[15, 5, 11, 6, 1, 14, 10, 0, 9, 2, 13, 3, 13, 7, 15, 0, 7, 16, 13, 9, 5, 10, 4, 0, 8, 16, 2]",Safety level,9.00 < cardistance <= 17.00 AND fogden <= 24.00 AND cartype = vehicle.chevrolet.impala AND fogdis > 48.00 AND cloudiness <= 75.00 AND roll > 0.00 AND carcolor_H > 69.60 AND time <= 7.00 AND carcolor_S <= 80.37 AND precipitation > 49.00 AND -178.77 < yaw <= 0.01 AND ponding <= 75.00 AND 23.00 < wetness <= 74.00 AND 2.00 < carnumber <= 3.00 AND wind > 50.00 AND carcolor_V <= 85.10,0.930890924,0,Safety level
239,2603,"[1, 6, 10, 9, 17, 8, 0, 2, 9, 10, 4, 5, 14, 12, 16, 8, 6, 9, 1, 4, 3, 2, 3, 10, 4, 3, 13, 13, 7, 2, 7, 7]",Low Risk level,cloudiness <= 50.00 AND fogdis <= 48.00 AND carcolor_H > 233.37 AND 80.37 < carcolor_S <= 100.00 AND roadtype = R AND 56.08 < carcolor_V <= 85.10 AND time > 7.00 AND precipitation <= 24.00 AND wind > 76.00 AND fogden > 24.00 AND roll <= 0.00 AND pitch <= 0.00 AND carnumber > 2.00 AND ponding <= 25.00 AND yaw > 0.01 AND wetness > 74.00,0.751950078,0,Low Risk level
240,1732,"[1, 15, 5, 7, 14, 6, 9, 2, 16, 4, 12, 3, 1, 9, 4]",High Risk level,cloudiness > 75.00 AND cardistance > 9.00 AND fogden > 76.00 AND wetness <= 49.00 AND roll <= 0.00 AND fogdis <= 74.00 AND 0.00 < carcolor_S <= 100.00 AND precipitation <= 49.00 AND carnumber > 2.00 AND wind > 50.00 AND pitch <= 0.00 AND ponding > 50.00,0.834176504,0.0007,High Risk level
241,555,"[15, 1, 5]",High Risk level,cardistance > 23.00 AND cloudiness > 50.00 AND fogden > 76.00,0.965635739,0.0329,High Risk level
242,3644,"[1, 16, 15, 10, 9, 0, 11, 0, 5, 14, 13, 8, 16, 9, 7, 0, 1, 7, 15, 2, 10, 3, 9, 2, 13]",Low Risk level,cloudiness <= 50.00 AND 2.00 < carnumber <= 3.00 AND cardistance > 17.00 AND carcolor_H > 233.37 AND 80.37 < carcolor_S <= 100.00 AND 13.00 < time <= 19.00 AND cartype = vehicle.audi.a2 AND fogden > 24.00 AND roll <= 0.00 AND yaw > 0.01 AND carcolor_V > 56.08 AND wetness <= 49.00 AND 24.00 < precipitation <= 75.00 AND ponding > 25.00,0.856537851,0.0004,Low Risk level
243,6795,"[15, 17, 1, 11, 5, 3, 10, 6, 3, 1, 7, 5, 6, 15, 4, 16, 3, 12, 7, 6, 9, 15, 10, 8, 9, 0, 0, 0, 10, 9, 8, 4, 4, 14, 7]",Safety level,cardistance <= 9.00 AND roadtype = I AND cloudiness <= 50.00 AND cartype = vehicle.audi.etron AND fogden <= 50.00 AND 25.00 < ponding <= 50.00 AND carcolor_H > 233.37 AND 48.00 < fogdis <= 74.00 AND 49.00 < wetness <= 74.00 AND 24.00 < wind <= 50.00 AND carnumber <= 3.00 AND pitch <= 0.00 AND 80.37 < carcolor_S <= 100.00 AND carcolor_V <= 65.88 AND time > 19.00 AND roll <= 0.00,0.944174757,0,Safety level
244,4468,"[15, 1, 13, 11, 6, 17, 4, 2, 10, 13, 0, 9, 10, 15, 16, 9, 5, 13, 3, 14]",Medium Risk Level,cardistance <= 9.00 AND cloudiness > 50.00 AND yaw > 100.04 AND cartype = vehicle.seat.leon AND fogdis <= 48.00 AND roadtype = R AND wind > 76.00 AND precipitation <= 75.00 AND carcolor_H > 69.60 AND time > 7.00 AND carcolor_S <= 80.37 AND carnumber <= 3.00 AND fogden <= 76.00 AND ponding <= 75.00 AND roll <= 0.00,0.833700441,0.0001,Medium Risk Level
245,6347,"[15, 17, 1, 10, 3, 0, 5, 9, 5, 13, 12, 4]",Safety level,cardistance <= 9.00 AND roadtype = I AND cloudiness <= 24.00 AND carcolor_H > 69.60 AND ponding <= 75.00 AND time > 7.00 AND fogden <= 24.00 AND carcolor_S > 0.00 AND yaw <= 0.01 AND pitch <= 0.00 AND wind <= 76.00,0.950276243,0.001,Safety level
246,6808,"[15, 17, 1, 11, 5, 3, 10, 7, 2, 0, 0, 13, 6, 5, 6]",Safety level,cardistance <= 9.00 AND roadtype = I AND cloudiness <= 75.00 AND cartype = vehicle.audi.a2 AND fogden <= 24.00 AND ponding <= 25.00 AND carcolor_H > 69.60 AND wetness <= 23.00 AND precipitation <= 75.00 AND time <= 7.00 AND yaw > -178.77 AND 23.00 < fogdis <= 74.00,0.936770428,0,Safety level
247,2721,"[17, 11, 14, 8, 10, 4, 15, 5, 15, 1, 3, 2, 2, 8, 5, 6, 15, 0, 6, 3, 0, 9, 8, 16, 5, 4, 4, 3, 13, 1, 12, 13, 16, 13, 9, 6, 7, 9, 2]",Medium Risk Level,roadtype = R AND cartype = vehicle.tesla.model3 AND roll <= 0.00 AND carcolor_V <= 56.08 AND carcolor_H <= 233.37 AND wind <= 24.00 AND 9.00 < cardistance <= 17.00 AND 50.00 < fogden <= 76.00 AND cloudiness > 50.00 AND ponding > 75.00 AND 24.00 < precipitation <= 49.00 AND fogdis > 74.00 AND time <= 13.00 AND 80.37 < carcolor_S <= 100.00 AND carnumber <= 2.00 AND yaw > 100.04 AND pitch <= 0.00 AND wetness <= 74.00,0.733990148,0,Low Risk level
248,1232,"[1, 15, 0]",High Risk level,cloudiness > 50.00 AND cardistance > 23.00 AND time > 19.00,0.958179582,0.0285,High Risk level
